pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
50,c,23,2,94,2,,,,,240.67915271798847,241.6652102539665,241.6652102539665,241.6652102539665,241.6652102539665,241.68236421397887,242.6680194409564,242.6680194409564,c,1,0.27894409000873566,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,23,3,95,3,,,,,242.96839288400952,243.954662706994,243.954662706994,243.954662706994,243.954662706994,243.97134060401004,244.9575193299679,244.9575193299679,z,1,0.2348943860270083,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,0,0,0,3,245.22445263696136,246.21107850200497,246.21107850200497,246.21107850200497,246.21107850200497,246.2273705189582,247.213830631983,247.213830631983,x,0,0.15555857308208942,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,0,1,1,3,247.39722159999656,248.3832908209879,248.3832908209879,248.3832908209879,248.3832908209879,248.39981656998862,249.38589655800024,249.38589655800024,z,1,0.35813855507876724,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,0,2,2,0,249.76990400400246,250.75674608699046,250.75674608699046,250.75674608699046,250.75674608699046,250.77275174396345,251.75892084900988,251.75892084900988,x,1,0.5869058970711194,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,0,3,3,0,252.37697728798958,253.36313000298105,253.36313000298105,253.36313000298105,253.36313000298105,253.37986157200066,254.36576293897815,254.36576293897815,x,1,0.6586335690808482,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,1,0,4,1,255.0510322249611,256.03726127400296,256.03726127400296,256.03726127400296,256.03726127400296,256.053996971983,257.0395181889762,257.0395181889762,v,1,0.5359547750558704,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,1,1,5,3,257.62431320996257,258.6107326300116,258.6107326300116,258.6107326300116,258.6107326300116,258.62784226296935,259.61301920795813,259.61301920795813,z,1,0.5366231080843136,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,1,2,6,1,260.18133596499683,261.167787229002,261.167787229002,261.167787229002,261.167787229002,261.18450972699793,262.1699884919799,262.1699884919799,v,1,0.7735518380650319,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,1,3,7,3,262.9726121989661,263.95852852700045,263.95852852700045,263.95852852700045,263.95852852700045,263.9750889799907,264.96127196698217,264.96127196698217,z,1,0.3548381010768935,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,2,0,8,2,265.34505869896384,266.33103802695405,266.33103802695405,266.33103802695405,266.33103802695405,266.3476659299922,267.3338845599792,267.3338845599792,c,1,0.4450000770157203,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,2,1,9,0,267.8014857529779,268.78782543499256,268.78782543499256,268.78782543499256,268.78782543499256,268.8042850769707,269.7903387469705,269.7903387469705,x,1,0.7520372370490804,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,2,2,10,3,270.55896061996464,271.54505730996607,271.54505730996607,271.54505730996607,271.54505730996607,271.5616680269595,272.54753635497764,272.54753635497764,z,1,0.45098594605224207,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,2,3,11,2,273.01556383096613,274.0012881250004,274.0012881250004,274.0012881250004,274.0012881250004,274.01849958801176,275.00475882395403,275.00475882395403,c,1,0.5266370690660551,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,3,0,12,1,275.5556609479827,276.5416026400053,276.5416026400053,276.5416026400053,276.5416026400053,276.55832758697215,277.54453236598056,277.54453236598056,v,1,0.5695731530431658,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,3,1,13,2,278.1461026069592,279.1320237639593,279.1320237639593,279.1320237639593,279.1320237639593,279.1487811699626,280.1347239809693,280.1347239809693,c,1,0.7435145360068418,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,3,2,14,0,280.90327162196627,281.8892286719638,281.8892286719638,281.8892286719638,281.8892286719638,281.90602926100837,282.89214546995936,282.89214546995936,x,1,0.7782264320412651,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,3,3,15,0,283.6940330519574,284.6804351469618,284.6804351469618,284.6804351469618,284.6804351469618,284.69671612000093,285.6829640439828,285.6829640439828,x,1,0.5087127950391732,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,4,0,16,0,286.217544641986,287.20370301697403,287.20370301697403,287.20370301697403,287.20370301697403,287.2202193439589,288.2061960679712,288.2061960679712,x,1,0.5233635570621118,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,4,1,17,2,288.75784245098475,289.74382056400646,289.74382056400646,289.74382056400646,289.74382056400646,289.76019588497,290.74639523698715,290.74639523698715,c,1,0.4942906650248915,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,4,2,18,2,291.26426818897016,292.2505082699936,292.2505082699936,292.2505082699936,292.2505082699936,292.267535528983,293.252771999978,293.252771999978,c,1,1.1711169350892305,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,4,3,19,0,294.45623362995684,295.44231614796445,295.44231614796445,295.44231614796445,295.44231614796445,295.45892008196097,296.4448792199837,296.4448792199837,x,1,0.5616107110399753,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,5,0,20,1,297.0296428820002,298.01594676298555,298.01594676298555,298.01594676298555,298.01594676298555,298.0328919739695,299.0187247119611,299.0187247119611,v,1,0.8569642410147935,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,5,1,21,2,299.9042439869954,300.8904209189932,300.8904209189932,300.8904209189932,300.8904209189932,300.90726921200985,301.89274067495717,301.89274067495717,c,1,0.6781225700397044,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,5,2,22,1,302.5945005679969,303.580497619987,303.580497619987,303.580497619987,303.580497619987,303.59753922198433,304.5832031900063,304.5832031900063,v,1,0.8357653920538723,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,5,3,23,0,305.4353449099581,306.4212985979975,306.4212985979975,306.4212985979975,306.4212985979975,306.4381238200003,307.4246066669584,307.4246066669584,x,1,0.8556847250438295,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,6,0,24,0,308.30993846600177,309.29570126900217,309.29570126900217,309.29570126900217,309.29570126900217,309.3129467690014,310.29899852199014,310.29899852199014,x,1,0.5702738470281474,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,6,1,25,2,310.91699923499255,311.90342462901026,311.90342462901026,311.90342462901026,311.90342462901026,311.9195487839752,312.90560621698387,312.90560621698387,c,1,0.5269036280806176,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,6,2,26,0,313.457024628995,314.4430976790027,314.4430976790027,314.4430976790027,314.4430976790027,314.45998767000856,315.44550715299556,315.44550715299556,x,1,0.6018028110847808,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,6,3,27,1,316.0638336769771,317.0500319619896,317.0500319619896,317.0500319619896,317.0500319619896,317.0671760319965,318.0524520140025,318.0524520140025,v,1,0.9060774020617828,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,7,0,28,1,318.98843870399287,319.9742747179698,319.9742747179698,319.9742747179698,319.9742747179698,319.99130550195696,320.9771348309587,320.9771348309587,v,1,0.78664663300151,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,7,1,29,1,321.7959603439667,322.7825295669609,322.7825295669609,322.7825295669609,322.7825295669609,322.79858875798527,323.784921776969,323.784921776969,v,1,0.8785608630860224,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,7,2,30,2,324.6868227219675,325.67363211896736,325.67363211896736,325.67363211896736,325.67363211896736,325.6895734340069,326.6759698439855,326.6759698439855,c,1,0.7112476600450464,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,7,3,31,1,327.410996918974,328.3972278650035,328.3972278650035,328.3972278650035,328.3972278650035,328.4136896519922,329.39971075201174,329.39971075201174,v,1,0.7555145570659079,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,8,0,32,3,330.18510205397615,331.17064297699835,331.17064297699835,331.17064297699835,331.17064297699835,331.1882244189619,332.1735552820028,332.1735552820028,z,1,0.3636757040512748,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,8,1,33,3,332.5576487960061,333.54383772198344,333.54383772198344,333.54383772198344,333.54383772198344,333.5606618289603,334.5465551079833,334.5465551079833,z,1,0.4598275620373897,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,8,2,34,0,335.0309057039558,336.0177181789768,336.0177181789768,336.0177181789768,336.0177181789768,336.03422872698866,337.019880473963,337.019880473963,x,1,0.5671991910785437,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,8,3,35,3,337.6045893999981,338.5908183690044,338.5908183690044,338.5908183690044,338.5908183690044,338.607746299007,339.5933716649888,339.5933716649888,z,1,0.4691889740061015,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,9,0,36,1,340.0946912249783,341.0808824939886,341.0808824939886,341.0808824939886,341.0808824939886,341.09747994400095,342.08361720800167,342.08361720800167,v,1,0.8832407970330678,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,9,1,37,3,342.98559453198686,343.9720096879755,343.9720096879755,343.9720096879755,343.9720096879755,343.9885192720103,344.9747326169745,344.9747326169745,z,1,0.3936149630462751,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,9,2,38,1,345.39219697599765,346.3782174799708,346.3782174799708,346.3782174799708,346.3782174799708,346.3948038339731,347.38086287199985,347.38086287199985,v,1,0.7679673850070685,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,9,3,39,1,348.1661378419958,349.1519878549734,349.1519878549734,349.1519878549734,349.1519878549734,349.16886518197134,350.15501137200044,350.15501137200044,v,1,0.7470138540375046,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,10,0,40,0,350.9234536419972,351.9098205330083,351.9098205330083,351.9098205330083,351.9098205330083,351.92626028397353,352.912784946966,352.912784946966,x,1,0.6435588900349103,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,10,1,41,1,353.5807667589979,354.56722797401017,354.56722797401017,354.56722797401017,354.56722797401017,354.58391784195555,355.56992811895907,355.56992811895907,v,1,0.6702993760700338,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,10,2,42,1,356.2711865569581,357.25712507695425,357.25712507695425,357.25712507695425,357.25712507695425,357.2740024519735,358.26009739300935,358.26009739300935,v,1,0.7700851750560105,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,10,3,43,2,359.0622754539945,360.04832673695637,360.04832673695637,360.04832673695637,360.04832673695637,360.0648263049661,361.05132760398556,361.05132760398556,c,1,0.6304636290296912,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,11,0,44,2,361.7027700970066,362.68859719397733,362.68859719397733,362.68859719397733,362.68859719397733,362.7052463439759,363.69118190195877,363.69118190195877,c,1,0.5369031420559622,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,11,1,45,0,364.2593069669674,365.2454193320009,365.2454193320009,365.2454193320009,365.2454193320009,365.26207552995766,366.24798674997874,366.24798674997874,x,1,0.5462911240174435,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,11,2,46,2,366.8159333089716,367.80209459300386,367.80209459300386,367.80209459300386,367.80209459300386,367.81892367301043,368.80458081996767,368.80458081996767,c,1,0.6524866900290363,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,11,3,47,2,369.47312948899344,370.4592532829847,370.4592532829847,370.4592532829847,370.4592532829847,370.4759389719693,371.4618418070022,371.4618418070022,c,1,0.5861352780484594,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,12,0,48,0,372.0801824599621,373.0664284339873,373.0664284339873,373.0664284339873,373.0664284339873,373.08332087198505,374.06931459199404,374.06931459199404,x,1,0.7898900210857391,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,12,1,49,1,374.8878951239749,375.87405744899297,375.87405744899297,375.87405744899297,375.87405744899297,375.8904684839654,376.8766301769647,376.8766301769647,v,1,0.981987408013083,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,12,2,50,2,377.878842170001,378.8649507619557,378.8649507619557,378.8649507619557,378.8649507619557,378.8818180579692,379.86815525899874,379.86815525899874,c,1,1.053272236022167,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,12,3,51,2,380.95392273098696,381.93980945897056,381.93980945897056,381.93980945897056,381.93980945897056,381.9568910789676,382.942446489993,382.942446489993,c,1,0.8384570380439982,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,13,0,52,1,383.8115033530048,384.7979305819608,384.7979305819608,384.7979305819608,384.7979305819608,384.81422693200875,385.8001647919882,385.8001647919882,v,1,0.9602143420488574,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,13,1,53,2,386.7861330899759,387.7721005619969,387.7721005619969,387.7721005619969,387.7721005619969,387.7888285339577,388.77535214897944,388.77535214897944,c,1,0.7701777490437962,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,13,2,54,3,389.577041610959,390.56291601399425,390.56291601399425,390.56291601399425,390.56291601399425,390.57995640899753,391.5655778669752,391.5655778669752,z,1,0.6017306220601313,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,13,3,55,0,392.18360474996734,393.16966034896905,393.16966034896905,393.16966034896905,393.16966034896905,393.18683938198956,394.17256129399175,394.17256129399175,x,1,0.6698425090289675,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,14,0,56,1,394.8744457549765,395.8607652069768,395.8607652069768,395.8607652069768,395.8607652069768,395.8772553789895,396.8633123119944,396.8633123119944,v,1,0.8478627160657197,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,14,1,57,0,397.7319066079799,398.7184513719985,398.7184513719985,398.7184513719985,398.7184513719985,398.7347401569714,399.7206933219568,399.7206933219568,x,1,0.6126806200481951,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,14,2,58,2,400.3557760109543,401.34165827400284,401.34165827400284,401.34165827400284,401.34165827400284,401.35846836696146,402.344318146992,402.344318146992,c,1,0.7042569080367684,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,14,3,59,1,403.0796688039554,404.06565538200084,404.06565538200084,404.06565538200084,404.06565538200084,404.08282558398787,405.06864454899915,405.06864454899915,v,1,0.7275230550440028,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,15,0,60,0,405.8201696079923,406.8062152499915,406.8062152499915,406.8062152499915,406.8062152499915,406.82292086898815,407.8090776469908,407.8090776469908,x,1,0.7479486690135673,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,15,1,61,3,408.57751302496763,409.56384483899456,409.56384483899456,409.56384483899456,409.56384483899456,409.58036654198077,410.56657668197295,410.56657668197295,z,1,0.8868541180272587,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,15,2,62,2,411.4857027250109,412.471282634011,412.471282634011,412.471282634011,412.471282634011,412.4883683119551,413.4744652839727,413.4744652839727,c,1,1.198636900051497,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,15,3,63,3,414.69399975199485,415.6800300749601,415.6800300749601,415.6800300749601,415.6800300749601,415.69679713400546,416.6830851979903,416.6830851979903,z,1,0.8810033920453861,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,16,0,64,0,417.5854559720028,418.5715407989919,418.5715407989919,418.5715407989919,418.5715407989919,418.58831569197355,419.5737097809906,419.5737097809906,x,1,0.9044280120288022,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,16,1,65,2,420.5259557389654,421.51216503197793,421.51216503197793,421.51216503197793,421.51216503197793,421.52930331695825,422.51505846501095,422.51505846501095,c,1,0.5614970200695097,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,16,2,66,1,423.0995916549582,424.08559099398553,424.08559099398553,424.08559099398553,424.08559099398553,424.10260556900175,425.08842554700095,425.08842554700095,v,1,0.5202043400495313,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,16,3,67,3,425.64015435398323,426.62583433499094,426.62583433499094,426.62583433499094,426.62583433499094,426.6429726399947,427.6287396789994,427.6287396789994,z,1,0.6721226880326867,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,17,0,68,1,428.33054821996484,429.3165666029672,429.3165666029672,429.3165666029672,429.3165666029672,429.3333922299789,430.3194643770112,430.3194643770112,v,1,1.1952550270361826,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,17,1,69,0,431.53917980298866,432.5252192749758,432.5252192749758,432.5252192749758,432.5252192749758,432.541632146982,433.52783364098286,433.52783364098286,x,1,0.8883896400802769,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,17,2,70,0,434.44672607799293,435.43325958697824,435.43325958697824,435.43325958697824,435.43325958697824,435.4499327589874,436.4354798499844,436.4354798499844,x,1,0.7743972510797903,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,17,3,71,3,437.23769414098933,438.22349239198957,438.22349239198957,438.22349239198957,438.22349239198957,438.2402271979954,439.2264097669977,439.2264097669977,z,1,0.7316553800483234,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,18,0,72,3,439.9781963019632,440.96422577498015,440.96422577498015,440.96422577498015,440.96422577498015,440.981006868009,441.967150587996,441.967150587996,z,1,0.5197886700625531,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,18,1,73,2,442.5184124679654,443.5045007019653,443.5045007019653,443.5045007019653,443.5045007019653,443.521045394009,444.506994981959,444.506994981959,c,1,1.2251202710322104,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,18,2,74,1,445.7600990429637,446.7462119029951,446.7462119029951,446.7462119029951,446.7462119029951,446.76318084198283,447.7488541119965,447.7488541119965,v,1,0.8779610940255225,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,18,3,75,3,448.6511253200006,449.6372917519766,449.6372917519766,449.6372917519766,449.6372917519766,449.653940751974,450.64006517699454,450.64006517699454,z,1,0.8010599500266835,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,19,0,76,3,451.45885469799396,452.4449849089724,452.4449849089724,452.4449849089724,452.4449849089724,452.46163185697515,453.44756785797654,453.44756785797654,z,1,0.5408271580236033,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,19,1,77,3,454.01553613197757,455.0019515779568,455.0019515779568,455.0019515779568,455.0019515779568,455.01850526197813,456.00466469395906,456.00466469395906,z,1,0.46668038406642154,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,19,2,78,2,456.489057750965,457.47518994496204,457.47518994496204,457.47518994496204,457.47518994496204,457.4918377379654,458.4775018419605,458.4775018419605,c,1,0.9978659450425766,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,19,3,79,1,459.4968980679987,460.4829230720061,460.4829230720061,460.4829230720061,460.4829230720061,460.4997179440106,461.4857531400048,461.4857531400048,v,1,0.8642057580291294,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,20,0,80,3,462.37132117600413,463.3573639689712,463.3573639689712,463.3573639689712,463.3573639689712,463.3739463799866,464.3599431570037,464.3599431570037,z,1,0.561237387068104,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,20,1,81,0,464.9447936079814,465.9309107339941,465.9309107339941,465.9309107339941,465.9309107339941,465.9473942790064,466.93382234399905,466.93382234399905,x,1,0.9551760830217972,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,20,2,82,0,467.91966117400443,468.9057340279687,468.9057340279687,468.9057340279687,468.9057340279687,468.92247286700876,469.9081754540093,469.9081754540093,x,1,0.5514114900724962,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,20,3,83,2,470.47638339101104,471.46247703395784,471.46247703395784,471.46247703395784,471.46247703395784,471.47897399700014,472.46478780999314,472.46478780999314,c,1,0.7510860600159504,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,21,0,84,1,473.2337081419537,474.2194977540057,474.2194977540057,474.2194977540057,474.2194977540057,474.236427161959,475.2227472169907,475.2227472169907,v,1,0.7417053380631842,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,21,1,85,0,475.9911748619634,476.9771227549645,476.9771227549645,476.9771227549645,476.9771227549645,476.9940639619599,477.9801632039598,477.9801632039598,x,1,0.6390968050109223,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,21,2,86,3,478.64817236200906,479.63411273795646,479.63411273795646,479.63411273795646,479.63411273795646,479.65109028998995,480.63686511898413,480.63686511898413,z,1,1.0748420050367713,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
150,v,,,,,21,3,87,1,481.7398058119579,482.72557806799887,482.72557806799887,482.72557806799887,482.72557806799887,482.74274490895914,483.72855927899946,483.72855927899946,v,1,0.7365080500603653,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,22,0,88,3,484.4971275120042,485.48332541796844,485.48332541796844,485.48332541796844,485.48332541796844,485.49992299696896,486.4858620429877,486.4858620429877,z,1,0.3945419800002128,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-50,x,,,,,22,1,89,0,486.9035703219706,487.88956319895806,487.88956319895806,487.88956319895806,487.88956319895806,487.90683846897446,488.8921712739975,488.8921712739975,x,1,0.5104162460775115,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,22,2,90,3,489.426834398997,490.4128953429754,490.4128953429754,490.4128953429754,490.4128953429754,490.430020402011,491.41578493698034,491.41578493698034,z,1,0.6790319270221516,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,22,3,91,2,492.1175447619753,493.103520389006,493.103520389006,493.103520389006,493.103520389006,493.1200900229742,494.10591707896674,494.10591707896674,c,1,0.636904068000149,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,23,0,92,2,494.77491826197365,495.7605082219816,495.7605082219816,495.7605082219816,495.7605082219816,495.77776432200335,496.763257529994,496.763257529994,c,1,1.0902951590251178,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
50,c,,,,,23,1,93,2,497.8996047579567,498.8856424759724,498.8856424759724,498.8856424759724,498.8856424759724,498.9024411609862,499.88798571395455,499.88798571395455,c,1,0.4947346289991401,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,23,2,94,3,500.40630091400817,501.3928219919908,501.3928219919908,501.3928219919908,501.3928219919908,501.40909258899046,502.39535570697626,502.39535570697626,z,1,0.6272470320691355,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
-150,z,,,,,23,3,95,3,503.0465212469571,504.03266669495497,504.03266669495497,504.03266669495497,504.03266669495497,504.04955408198293,505.03577868198045,505.03577868198045,z,1,0.5309487200574949,chanda121,001,2022-10-06_01h52.02.984,11111110,2022.2.2,59.83213090916341,
